G,14,3,65,
C,15,3,65,
C,15,4,64,
C,15,3,64,
C,15,5,64,
C7,16,6,-1,
C,1,4,-1,RIGHT HERE WATING
C,1,3,60,
C,1,3,67,
C,1,3,67,
C,1,3,65,
C,1,3,64,
C,1,3,62,
G,2,4,-1,
G,2,3,55,
G,2,3,62,
G,2,3,62,
G,2,3,64,
G,2,3,65,
G,2,3,64,
Am,3,4,-1,
Am,3,3,60,
Am,3,3,60,
Am,3,3,60,
Am,3,3,62,
Am,3,3,62,
Am,3,3,64,
F,4,3,64,
F,4,4,62,
F,4,3,60,
F,4,3,60,
F,4,3,59,
G,4,3,57,
G,4,3,55,
C,5,4,-1,
C,5,3,48,
C,5,3,55,
C,5,3,55,
C,5,3,53,
C,5,3,52,
C,5,3,50,
G,6,4,-1,
G,6,3,43,
G,6,3,50,
G,6,3,50,
G,6,3,52,
G,6,3,53,
G,6,3,52,
Am,7,4,-1,
Am,7,3,48,
Am,7,3,48,
Am,7,3,48,
Am,7,3,50,
Am,7,3,52,
Am,7,3,53,
F,8,3,53,
F,8,4,52,
F,8,3,50,
G,8,3,50,
G,8,3,48,
G,8,3,47,
G,8,3,48,
Am,9,4,48,
Am,9,3,45,
Am,9,3,52,
Am,9,3,52,
Am,9,4,48,
Am,9,3,45,
Am,10,4,-1,
Am,10,3,45,
Am,10,3,52,
Am,10,3,52,
Am,10,4,48,
Am,10,3,48,
C,11,5,-1,
C,11,3,55,
C,11,3,60,
C,11,3,62,
C,11,3,62,
F,12,3,62,
F,12,3,64,
F,12,4,64,
F,12,3,64,
F,12,3,62,
F,12,3,60,
F,12,3,62,
Dm,13,3,62,
Dm,13,2,60,
Dm,13,2,57,
Dm,13,5,-1,
Dm,13,3,57,
Dm,13,3,59,
G,14,3,60,
G,14,4,62,
G,14,3,59,
G,14,4,59,
G,14,3,57,
G,14,3,55,
C,15,4,55,
C,15,4,-1,
C,15,3,55,
C,15,3,60,
C,15,3,62,
C,15,3,62,
F,16,3,62,
F,16,3,64,
F,16,4,64,
F,16,3,64,
F,16,3,62,
F,16,3,60,
F,16,3,62,
C,1,5,-1,MALUCO BELEZA
C,1,4,-1,
C,1,3,-1,
C,1,3,53,
C,2,3,60,
C,2,4,60,
C,2,3,60,
C,2,4,60,
C,2,3,62,
C,2,3,64,
G,3,3,67,
G,3,4,64,
G,3,3,62,
G,3,5,60,
Am,4,4,-1,
Am,4,3,57,
Am,4,4,57,
Am,4,3,57,
Am,4,3,57,
F,5,3,57,
F,5,3,65,
F,5,5,65,
F,5,4,65,
G7,6,4,-1,
G7,6,3,55,
G7,6,3,55,
G7,6,4,55,
G7,6,3,55,
G7,6,3,55,
C,7,3,55,
C,7,3,64,
C,7,5,64,
C,7,4,64,
G7,8,6,-1,
C,9,3,60,
C,9,4,60,
C,9,3,60,
C,9,4,60,
C,9,3,62,
C,9,3,64,
G,10,3,67,
G,10,4,64,
G,10,3,62,
G,10,3,60,
G,10,3,57,
G,10,4,57,
Am,11,4,-1,
Am,11,3,-1,
Am,11,3,57,
Am,11,3,57,
Am,11,4,57,
Am,11,3,57,
F,12,3,57,
F,12,3,65,
F,12,5,65,
F,12,4,65,
G7,13,4,-1,
G7,13,3,55,
G7,13,3,55,
G7,13,4,55,
G7,13,3,55,
G7,13,3,55,
C,14,3,55,
C,14,3,64,
C,14,5,64,
C,14,4,64,
Am,15,6,-1,
Dm,16,4,-1,
Dm,16,3,62,
Dm,16,3,62,
Dm,16,3,62,
Dm,16,3,60,
Dm,16,3,60,
Dm,16,3,57,
Am,1,3,45,CALIFORNICATION
Am,1,3,52,
Am,1,3,59,
Am,1,3,60,
Am,1,5,60,
F,2,3,41,
F,2,3,48,
F,2,3,55,
F,2,3,57,
F,2,5,57,
Am,3,3,45,
Am,3,3,52,
Am,3,3,59,
Am,3,3,60,
Am,3,5,60,
F,4,3,41,
F,4,3,48,
F,4,3,55,
F,4,3,57,
F,4,5,57,
Am,5,3,45,
Am,5,3,52,
Am,5,3,59,
Am,5,3,60,
Am,5,5,60,
F,6,3,41,
F,6,3,48,
F,6,3,55,
F,6,3,57,
F,6,5,57,
Am,7,3,45,
Am,7,3,52,
Am,7,3,59,
Am,7,3,60,
Am,7,5,60,
F,8,3,41,
F,8,3,48,
F,8,3,55,
F,8,3,57,
F,8,5,57,
Am,9,3,45,
Am,9,3,52,
Am,9,3,59,
Am,9,3,60,
Am,9,5,60,
F,10,3,41,
F,10,3,48,
F,10,3,55,
F,10,3,57,
F,10,5,57,
Am,11,3,45,
Am,11,3,52,
Am,11,3,59,
Am,11,3,60,
Am,11,5,60,
F,12,3,41,
F,12,3,48,
F,12,3,55,
F,12,3,57,
F,12,5,57,
Am,13,3,45,
Am,13,3,52,
Am,13,3,59,
Am,13,3,60,
Am,13,5,60,
F,14,3,41,
F,14,3,48,
F,14,3,55,
F,14,3,57,
F,14,5,57,
Am,15,3,45,
Am,15,3,52,
Am,15,3,59,
Am,15,3,60,
Am,15,5,60,
F,16,3,41,
F,16,3,48,
F,16,3,55,
F,16,3,57,
F,16,5,57,
